startup_name,industry,sub_industry,city,investors,funding_round,funding_amount_usd,date,data_source,year,was_url
Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,2017-11-06,2000_2023,2017.0,False
Crayon Data,Technology,Customer Engagement Platform,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,2017-11-07,2000_2023,2017.0,False
Doctalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000.0,2017-11-07,2000_2023,2017.0,False
Coveiot,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,5000000.0,2017-11-07,2000_2023,2017.0,False
Talentedge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,7600000.0,2017-11-08,2000_2023,2017.0,False
Fisdom,Finance,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,3000000.0,2017-11-08,2000_2023,2017.0,False
Farmlink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000.0,2017-11-08,2000_2023,2017.0,False
Openapp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,3600000.0,2017-11-08,2000_2023,2017.0,False
Nopaperforms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,872000.0,2017-11-09,2000_2023,2017.0,False
Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed Funding,,2017-11-09,2000_2023,2017.0,False
Mobiliz Ar,Technology,Augmented Reality based Tech platform,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,2017-11-09,2000_2023,2017.0,False
Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,25000000.0,2017-11-10,2000_2023,2017.0,False
Happily Unmarried,ECommerce,Online Gifting platform,Nw Delhi,Wipro Consumer Care,Private Equity,,2017-11-10,2000_2023,2017.0,False
Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,PrivateEquity,15000000.0,2017-11-13,2000_2023,2017.0,False
Hungry Foal,Ecommerce,Healthy & Nutrition based snacks online platform,Gurgaon,GAIL India Ltd,Seed Funding,,2017-11-14,2000_2023,2017.0,False
Active Ai,Technology,AI based FinTech platform,Bangalore,Vertex Ventures,Private Equity,8250000.0,2017-11-14,2000_2023,2017.0,False
Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed Funding,900000.0,2017-11-15,2000_2023,2017.0,False
Elderaid Wellness,Health Care,Social Healthcare Enterprise,Bangalore,Rugmini Menon,Angel Funding,,2017-11-15,2000_2023,2017.0,False
Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,3000000.0,2017-11-15,2000_2023,2017.0,False
Josh Talks,Inspiration,Storytelling platform,Gurgaon,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,2017-11-15,2000_2023,2017.0,False
Reniso,Technology,End-to-End property management for landlords living away,New Delhi,"Nishit Sharma, Alok Srivastava",Seed Funding,,2017-11-15,2000_2023,2017.0,False
Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,200000.0,2017-11-17,2000_2023,2017.0,False
Perspectico,Technology,Placement preparation and career growth training platform,Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed/Angel Funding,,2017-11-17,2000_2023,2017.0,False
Onn Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/Angel Funding,692000.0,2017-11-20,2000_2023,2017.0,False
Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,329230.0,2017-11-21,2000_2023,2017.0,False
Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,2700000.0,2017-11-21,2000_2023,2017.0,False
Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,400000.0,2017-11-21,2000_2023,2017.0,False
Redbook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,250000.0,2017-11-21,2000_2023,2017.0,False
Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,26000000.0,2017-11-21,2000_2023,2017.0,False
Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,,2017-11-21,2000_2023,2017.0,False
Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,200000000.0,2017-11-21,2000_2023,2017.0,False
Mistay,Technology,Online Hotel Reservation Platform,Bangalore,Axilor Ventures,Seed/Angel Funding,,2017-11-22,2000_2023,2017.0,False
Wittyfeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed/Angel Funding,,2017-11-23,2000_2023,2017.0,False
Idg Ventures,Finance,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,10000000.0,2017-11-24,2000_2023,2017.0,False
Tempgo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,250000.0,2017-11-24,2000_2023,2017.0,False
Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,270000000.0,2017-11-27,2000_2023,2017.0,False
Era,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,39000.0,2017-11-27,2000_2023,2017.0,False
Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,3800000.0,2017-11-27,2000_2023,2017.0,False
Chumbak,Lifestyle,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,13000000.0,2017-11-28,2000_2023,2017.0,False
Fr8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,1500000.0,2017-11-28,2000_2023,2017.0,False
Mobiefit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,1350000.0,2017-11-28,2000_2023,2017.0,False
Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,2000000.0,2017-11-28,2000_2023,2017.0,False
Chqbook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,,2017-10-03,2000_2023,2017.0,False
Homecapital,Consumer Internet,Home Loan Down payment assistance program,Mumbai,Venture Catalysts,Seed Funding,,2017-10-03,2000_2023,2017.0,False
Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,110000000.0,2017-10-03,2000_2023,2017.0,False
Elanic,Consumer Internet,P2P platform for Fashion sales,Bangalore,Digital Garage,Seed Funding,,2017-10-04,2000_2023,2017.0,False
Collpoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed Funding,306000.0,2017-10-04,2000_2023,2017.0,False
Phonepe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,38700000.0,2017-10-04,2000_2023,2017.0,False
Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000.0,2017-10-05,2000_2023,2017.0,False
Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed Funding,450000.0,2017-10-05,2000_2023,2017.0,False
Zefo,ECommerce,Ecommerce Portal for Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000.0,2017-10-05,2000_2023,2017.0,False
Yaantra,ECommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,3100000.0,2017-10-06,2000_2023,2017.0,False
Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000.0,2017-10-06,2000_2023,2017.0,False
Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000.0,2017-10-06,2000_2023,2017.0,False
Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,2000000.0,2017-10-06,2000_2023,2017.0,False
Agrowave,Technology,Agriculture Supply Chain management solutions,Gurgaon,Daffodil Software,Seed Funding,,2017-10-09,2000_2023,2017.0,False
Mygubbi,eCommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000.0,2017-10-09,2000_2023,2017.0,False
Ibsfintech,Technology,Treasury Risk Management Solution,Bangalore,Shailesh Haribhakti,Seed Funding,,2017-10-09,2000_2023,2017.0,False
Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,Bangalore,Aequs Group,Private Equity,,2017-10-09,2000_2023,2017.0,False
Onestepup,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed Funding,336000.0,2017-10-09,2000_2023,2017.0,False
Thirdwatch,Technology,AI-powered anti-fraud solutions,Gurgaon,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,2017-10-09,2000_2023,2017.0,False
Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,1400000.0,2017-10-10,2000_2023,2017.0,False
Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,4500000.0,2017-10-10,2000_2023,2017.0,False
Meesho,ECommerce,Online Reseller Network,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000.0,2017-10-11,2000_2023,2017.0,False
Stanplus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,1100000.0,2017-10-11,2000_2023,2017.0,False
Uclid,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed Funding,235000.0,2017-10-12,2000_2023,2017.0,False
Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,77000000.0,2017-10-13,2000_2023,2017.0,False
Gapoon,Consumer Internet,home maintenance services platform,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000.0,2017-10-13,2000_2023,2017.0,False
Chaayos,eCommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,2000000.0,2017-10-13,2000_2023,2017.0,False
Krazybee,Consumer Internet,Micro-lending platform,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000.0,2017-10-16,2000_2023,2017.0,False
Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200000.0,2017-10-16,2000_2023,2017.0,False
Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,7000000.0,2017-10-17,2000_2023,2017.0,False
Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,7000000.0,2017-10-18,2000_2023,2017.0,False
Hasura,Technology,App building platform,Chennai,"Nexus, GREE Ventures",Private Equity,,2017-10-18,2000_2023,2017.0,False
Blackbuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,7700000.0,2017-10-18,2000_2023,2017.0,False
Lenden Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed Funding,500000.0,2017-10-18,2000_2023,2017.0,False
Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000.0,2017-10-23,2000_2023,2017.0,False
Raw Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000.0,2017-10-23,2000_2023,2017.0,False
Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,3100000.0,2017-10-23,2000_2023,2017.0,False
Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed Funding,118000.0,2017-10-23,2000_2023,2017.0,False
Tagbox,Technology,Cold Chain monitoring solution,Bangalore,"Indian Angel network, IAN Fund",Seed Funding,,2017-10-24,2000_2023,2017.0,False
Fyre,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed Funding,500000.0,2017-10-24,2000_2023,2017.0,False
Ziploan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000.0,2017-10-24,2000_2023,2017.0,False
Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,722000.0,2017-10-24,2000_2023,2017.0,False
Chevon,Food & Beverage,Frozen Meat provider,Mumbai,Greenfield Advisory,Private Equity,,2017-10-24,2000_2023,2017.0,False
Propstory,Consumer Internet,Real Estate content portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,2017-10-25,2000_2023,2017.0,False
Spotdraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000.0,2017-10-25,2000_2023,2017.0,False
Big Basket,eCommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,5000000.0,2017-10-26,2000_2023,2017.0,False
Ofbusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000.0,2017-10-27,2000_2023,2017.0,False
Olly Credit,Technology,Credit + payment mobile app,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,2017-10-27,2000_2023,2017.0,False
Cashfree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed Funding,120000.0,2017-10-28,2000_2023,2017.0,False
Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,7700000.0,2017-10-28,2000_2023,2017.0,False
Goldfarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000.0,2017-10-30,2000_2023,2017.0,False
Netmeds,ECommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000.0,2017-10-31,2000_2023,2017.0,False
Mse,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000.0,2017-10-31,2000_2023,2017.0,False
Aahaa Stores,eCommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,1000000.0,2017-09-01,2000_2023,2017.0,False
Mfine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000.0,2017-09-01,2000_2023,2017.0,False
Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,1300000.0,2017-09-01,2000_2023,2017.0,False
Primaryio,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000.0,2017-09-04,2000_2023,2017.0,False
Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000.0,2017-09-05,2000_2023,2017.0,False
Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000.0,2017-09-05,2000_2023,2017.0,False
Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000.0,2017-09-06,2000_2023,2017.0,False
Gofro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000.0,2017-09-06,2000_2023,2017.0,False
Oncostem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000.0,2017-09-06,2000_2023,2017.0,False
Power2Sme,eCommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000.0,2017-09-06,2000_2023,2017.0,False
Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,5000000.0,2017-09-07,2000_2023,2017.0,False
Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,,2017-09-07,2000_2023,2017.0,False
Oyo Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000.0,2017-09-07,2000_2023,2017.0,False
Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780000.0,2017-09-07,2000_2023,2017.0,False
Mamaearth,eCommerce,online babycare products marketplace,Gurgaon,Fireside Ventures,Seed Funding,,2017-09-07,2000_2023,2017.0,False
Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,1000000.0,2017-09-07,2000_2023,2017.0,False
Aye Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,6900000.0,2017-09-08,2000_2023,2017.0,False
Farmizen,Technology,Agre-Tech Mobile app,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,,2017-09-08,2000_2023,2017.0,False
Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,30000000.0,2017-09-11,2000_2023,2017.0,False
Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000.0,2017-09-11,2000_2023,2017.0,False
Sattviko,eCommerce,Health Food etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,,2017-09-12,2000_2023,2017.0,False
3Hcare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,100000.0,2017-09-12,2000_2023,2017.0,False
Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000.0,2017-09-12,2000_2023,2017.0,False
Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000.0,2017-09-12,2000_2023,2017.0,False
